datetime,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,total_proton_flux,new_time
2012-07-08 21:46:00,0.0907,0.065,0.0832,0.0544,0.0309,0.0164,0.0284,0.0117,0.0112,0.00689,0.0062,0.40498999999999996,2012-06-28 21:18:00
2012-07-08 21:48:00,0.109,0.104,0.0595,0.0545,0.0515,0.00822,0.0214,0.0234,0.0112,0.00691,0.00345,0.4530799999999999,2012-06-28 21:20:00
2012-07-08 21:49:00,0.145,0.0651,0.107,0.0636,0.0206,0.0246,0.0213,0.0234,0.00561,0.00552,0.00276,0.48449,2012-06-28 21:21:00
2012-07-08 21:50:00,0.127,0.0651,0.0595,0.0363,0.0206,0.0164,0.0142,0.0117,0.0112,0.0069,0.00414,0.37304,2012-06-28 21:22:00
2012-07-08 21:52:00,0.0906,0.052,0.0237,0.0453,0.0308,0.0082,0.0071,0.0233,0.0056,0.00551,0.00344,0.29555,2012-06-28 21:24:00
2012-07-08 21:53:00,0.109,0.143,0.0712,0.0543,0.0103,0.0164,0.0142,0.0117,0.00559,0.0055,0.00344,0.44462999999999997,2012-06-28 21:25:00
2012-07-08 21:55:00,0.145,0.156,0.0832,0.0181,0.0206,0.0164,0.0213,0.0117,0.0056,0.00414,0.00414,0.48617999999999995,2012-06-28 21:27:00
2012-07-08 21:56:00,0.199,0.117,0.0237,0.0543,0.0103,0.0328,0.0213,0.0117,0.0168,0.00963,0.00481,0.5013399999999999,2012-06-28 21:28:00
2012-07-08 21:57:00,0.218,0.104,0.0475,0.0272,0.0206,0.0328,0.0213,0.035,0.0112,0.00413,0.00138,0.52311,2012-06-28 21:29:00
2012-07-08 22:00:00,0.145,0.0781,0.0594,0.0454,0.0309,0.0164,0.00711,0.0117,0.0112,0.00414,0.00758,0.4169299999999999,2012-06-28 21:32:00
2012-07-08 22:02:00,0.0907,0.104,0.0951,0.00907,0.0617,0.0164,0.0284,0.0117,0.00561,0.00689,0.00414,0.43371,2012-06-28 21:34:00
2012-07-08 22:03:00,0.109,0.13,0.0714,0.0272,0.0412,0.0411,0.00711,0.0351,0.00561,0.00828,0.00276,0.4787600000000001,2012-06-28 21:35:00
2012-07-08 22:04:00,0.0726,0.039,0.0475,0.0181,0.0103,0.0328,0.0284,0.0117,0.0168,0.00414,0.00207,0.28341,2012-06-28 21:36:00
2012-07-08 22:08:00,0.0906,0.117,0.0475,0.0362,0.0205,0.0246,0.0071,0.0233,0.0336,0.00964,0.00344,0.41348,2012-06-28 21:40:00
2012-07-08 22:09:00,0.127,0.091,0.0594,0.0635,0.0103,0.0164,0.0142,0.0117,0.0224,0.0124,0.00414,0.43243999999999994,2012-06-28 21:41:00
2012-07-08 22:11:00,0.217,0.0649,0.0593,0.0543,0.0513,0.0164,0.00709,0.035,0.0168,0.011,0.00275,0.5358400000000001,2012-06-28 21:43:00
2012-07-08 22:16:00,0.2,0.052,0.119,0.0816,0.0206,0.0164,0.0142,0.0117,0.0112,0.00827,0.00482,0.5397900000000001,2012-06-28 21:48:00
2012-07-08 22:18:00,0.145,0.0913,0.0357,0.0273,0.0206,0.00822,0.0285,0.0351,0.00562,0.00553,0.00691,0.4097800000000001,2012-06-28 21:50:00
2012-07-08 22:20:00,0.0908,0.156,0.0595,0.0545,0.0412,0.0493,0.0142,0.0234,0.0112,0.0193,0.00552,0.5249199999999999,2012-06-28 21:52:00
2012-07-08 22:21:00,0.127,0.117,0.142,0.0724,0.0103,0.0655,0.0213,0.0117,0.00559,0.011,0.00894,0.59273,2012-06-28 21:53:00
2012-07-08 22:23:00,0.145,0.0909,0.083,0.00905,0.0513,0.041,0.0497,0.0117,0.0112,0.00688,0.00413,0.50386,2012-06-28 21:55:00
2012-07-08 22:25:00,0.0362,0.0519,0.0712,0.0905,0.0821,0.0164,0.0284,0.0233,0.0224,0.00825,0.00894,0.4395899999999999,2012-06-28 21:57:00
2012-07-08 22:26:00,0.163,0.0519,0.0712,0.0362,0.0308,0.0409,0.0284,0.035,0.0168,0.0151,0.00757,0.49687000000000003,2012-06-28 21:58:00
2012-07-08 22:28:00,0.0905,0.104,0.0474,0.0724,0.0308,0.0164,0.0213,0.0583,0.0336,0.00963,0.00688,0.49121000000000004,2012-06-28 22:00:00
2012-07-08 22:29:00,0.145,0.143,0.0594,0.0998,0.0823,0.0492,0.0213,0.0234,0.0336,0.0152,0.00621,0.67841,2012-06-28 22:01:00
2012-07-08 22:30:00,0.199,0.182,0.154,0.0906,0.0308,0.041,0.0071,0.0233,0.0392,0.011,0.00551,0.7835100000000002,2012-06-28 22:02:00
2012-07-08 22:31:00,0.109,0.195,0.119,0.0909,0.0618,0.0493,0.0356,0.0351,0.0281,0.0166,0.00553,0.74593,2012-06-28 22:03:00
2012-07-08 22:32:00,0.236,0.222,0.0476,0.0364,0.0412,0.115,0.0285,0.0351,0.0337,0.0138,0.00691,0.8162099999999999,2012-06-28 22:04:00
2012-07-08 22:33:00,0.273,0.156,0.0715,0.0546,0.0619,0.0247,0.0285,0.0586,0.0337,0.0138,0.00622,0.7825199999999999,2012-06-28 22:05:00
2012-07-08 22:34:00,0.254,0.222,0.107,0.0818,0.0928,0.0411,0.0427,0.0117,0.0337,0.0207,0.00345,0.9109499999999999,2012-06-28 22:06:00
2012-07-08 22:35:00,0.182,0.156,0.0834,0.109,0.144,0.0164,0.0427,0.0234,0.0337,0.0124,0.00829,0.8112899999999998,2012-06-28 22:07:00
2012-07-08 22:36:00,0.272,0.26,0.154,0.0906,0.072,0.0492,0.0497,0.035,0.0056,0.0193,0.011,1.0184,2012-06-28 22:08:00
2012-07-08 22:37:00,0.2,0.0651,0.0832,0.0817,0.124,0.0575,0.0569,0.0701,0.0112,0.011,0.00621,0.76691,2012-06-28 22:09:00
2012-07-08 22:38:00,0.272,0.26,0.107,0.109,0.113,0.0164,0.0284,0.0233,0.0224,0.0151,0.00895,0.9755499999999999,2012-06-28 22:10:00
2012-07-08 22:39:00,0.29,0.208,0.0594,0.0725,0.0925,0.0656,0.0568,0.07,0.0336,0.00964,0.00757,0.96561,2012-06-28 22:11:00
2012-07-08 22:40:00,0.2,0.208,0.178,0.0726,0.0618,0.0493,0.0498,0.0117,0.0224,0.0124,0.00966,0.87566,2012-06-28 22:12:00
2012-07-08 22:41:00,0.344,0.104,0.202,0.0997,0.103,0.0656,0.0284,0.0233,0.0448,0.022,0.00895,1.04575,2012-06-28 22:13:00
2012-07-08 22:42:00,0.127,0.221,0.143,0.118,0.072,0.0492,0.0569,0.0234,0.0112,0.0207,0.00483,0.8472299999999999,2012-06-28 22:14:00
2012-07-08 22:43:00,0.272,0.169,0.131,0.0815,0.0616,0.0901,0.0781,0.035,0.0168,0.0165,0.00688,0.95848,2012-06-28 22:15:00
2012-07-08 22:44:00,0.363,0.169,0.19,0.118,0.0618,0.0329,0.064,0.0585,0.0224,0.0193,0.00759,1.10649,2012-06-28 22:16:00
2012-07-08 22:45:00,0.2,0.234,0.131,0.0635,0.0309,0.0739,0.0427,0.0117,0.028,0.0124,0.00828,0.83638,2012-06-28 22:17:00
2012-07-08 22:46:00,0.236,0.195,0.155,0.0999,0.0309,0.0575,0.0498,0.0117,0.0281,0.0124,0.00898,0.88528,2012-06-28 22:18:00
2012-07-08 22:47:00,0.182,0.156,0.0952,0.0545,0.0309,0.0493,0.0427,0.0234,0.0337,0.0152,0.00898,0.6918799999999998,2012-06-28 22:19:00
2012-07-08 22:48:00,0.0909,0.0261,0.143,0.0455,0.0412,0.074,0.0356,0.0351,0.0112,0.0152,0.00415,0.52195,2012-06-28 22:20:00
2012-07-08 22:49:00,0.236,0.143,0.0953,0.0182,0.0618,0.0576,0.0356,0.0702,0.0337,0.0221,0.0104,0.7838999999999999,2012-06-28 22:21:00
2012-07-08 22:50:00,0.236,0.195,0.0834,0.1,0.0825,0.0247,0.0285,0.0117,0.0281,0.0235,0.00553,0.81893,2012-06-28 22:22:00
2012-07-08 22:52:00,0.272,0.169,0.107,0.109,0.0412,0.0411,0.0213,0.0468,0.0337,0.0248,0.00966,0.87556,2012-06-28 22:24:00
2012-07-08 22:53:00,0.109,0.13,0.154,0.0815,0.0514,0.041,0.0781,0.035,0.0392,0.0179,0.00619,0.7432900000000001,2012-06-28 22:25:00
2012-07-08 22:54:00,0.345,0.195,0.107,0.0908,0.0515,0.107,0.0356,0.0117,0.028,0.0152,0.00828,0.99508,2012-06-28 22:26:00
2012-07-08 22:55:00,0.199,0.169,0.0712,0.0997,0.0822,0.0574,0.0142,0.0233,0.0392,0.0151,0.00826,0.77856,2012-06-28 22:27:00
2012-07-08 22:56:00,0.109,0.182,0.119,0.109,0.0514,0.0574,0.0142,0.0233,0.0168,0.0248,0.0062,0.7131000000000001,2012-06-28 22:28:00
2012-07-08 22:57:00,0.254,0.104,0.143,0.145,0.0617,0.0574,0.0782,0.0818,0.0168,0.0207,0.0062,0.9688000000000001,2012-06-28 22:29:00
2012-07-08 22:58:00,0.127,0.195,0.178,0.0363,0.0514,0.041,0.0639,0.035,0.0168,0.0124,0.00551,0.76231,2012-06-28 22:30:00
2012-07-08 22:59:00,0.363,0.195,0.178,0.0544,0.0823,0.0492,0.0426,0.0234,0.028,0.0124,0.00483,1.0331299999999999,2012-06-28 22:31:00
2012-07-08 23:00:00,0.29,0.208,0.119,0.136,0.0822,0.0246,0.0355,0.035,0.0392,0.0124,0.00757,0.9894699999999998,2012-06-28 22:32:00
2012-07-08 23:01:00,0.436,0.195,0.202,0.118,0.0927,0.0575,0.0569,0.0117,0.0393,0.0262,0.00898,1.2442799999999998,2012-06-28 22:33:00
2012-07-08 23:02:00,0.254,0.169,0.214,0.109,0.0515,0.0493,0.0427,0.0468,0.0337,0.0111,0.00622,0.9873199999999999,2012-06-28 22:34:00
2012-07-08 23:03:00,0.218,0.169,0.0715,0.0727,0.0412,0.0411,0.0142,0.0468,0.0393,0.018,0.00829,0.74009,2012-06-28 22:35:00
2012-07-08 23:04:00,0.291,0.169,0.167,0.0908,0.103,0.0658,0.0498,0.0234,0.0225,0.0138,0.0069,1.003,2012-06-28 22:36:00
2012-07-08 23:05:00,0.218,0.261,0.167,0.0909,0.0825,0.0576,0.0356,0.0586,0.0281,0.0207,0.00967,1.02967,2012-06-28 22:37:00
2012-07-08 23:06:00,0.145,0.156,0.155,0.0636,0.0309,0.0739,0.0427,0.0468,0.0281,0.0207,0.0069,0.7696,2012-06-28 22:38:00
2012-07-08 23:07:00,0.2,0.286,0.143,0.0272,0.124,0.0246,0.0356,0.0351,0.0112,0.0138,0.0069,0.9074,2012-06-28 22:39:00
2012-07-08 23:08:00,0.29,0.104,0.19,0.127,0.0514,0.041,0.0497,0.0233,0.0224,0.0138,0.0062,0.9188,2012-06-28 22:40:00
2012-07-08 23:09:00,0.399,0.221,0.166,0.0544,0.0411,0.0902,0.0568,0.0233,0.0168,0.0138,0.00689,1.08929,2012-06-28 22:41:00
2012-07-08 23:10:00,0.181,0.221,0.095,0.0544,0.0411,0.041,0.0284,0.0117,0.0336,0.00689,0.00482,0.71891,2012-06-28 22:42:00
2012-07-08 23:12:00,0.163,0.13,0.155,0.0727,0.0412,0.0657,0.0498,0.0585,0.0168,0.011,0.00759,0.77129,2012-06-28 22:44:00
2012-07-08 23:13:00,0.163,0.221,0.155,0.0727,0.103,0.0493,0.0498,0.0117,0.0112,0.0152,0.00276,0.85466,2012-06-28 22:45:00
2012-07-08 23:14:00,0.145,0.169,0.154,0.0815,0.0719,0.041,0.0497,0.0467,0.0224,0.0151,0.00482,0.8011199999999999,2012-06-28 22:46:00
2012-07-08 23:15:00,0.182,0.365,0.0595,0.0545,0.0927,0.0411,0.0641,0.0585,0.0281,0.018,0.00621,0.9697100000000001,2012-06-28 22:47:00
2012-07-08 23:16:00,0.199,0.143,0.143,0.0907,0.0309,0.0492,0.0426,0.0584,0.028,0.0179,0.0062,0.8089000000000001,2012-06-28 22:48:00
2012-07-08 23:17:00,0.2,0.117,0.131,0.1,0.0412,0.0329,0.0285,0.0117,0.0281,0.018,0.0076,0.7160000000000002,2012-06-28 22:49:00
2012-07-08 23:18:00,0.291,0.287,0.155,0.0818,0.0413,0.0411,0.0713,0.0234,0.0169,0.0207,0.00415,1.03365,2012-06-28 22:50:00
2012-07-08 23:19:00,0.145,0.235,0.0953,0.0909,0.0722,0.074,0.057,0.0351,0.0337,0.0207,0.00553,0.8644300000000001,2012-06-28 22:51:00
2012-07-08 23:20:00,0.182,0.17,0.203,0.0909,0.0928,0.0658,0.0713,0.0234,0.0281,0.0124,0.00415,0.9438499999999999,2012-06-28 22:52:00
2012-07-08 23:21:00,0.345,0.248,0.143,0.118,0.0619,0.0411,0.057,0.082,0.0112,0.0193,0.00484,1.1313400000000002,2012-06-28 22:53:00
2012-07-08 23:22:00,0.163,0.169,0.131,0.0817,0.0721,0.0657,0.064,0.0351,0.0168,0.0124,0.00621,0.81701,2012-06-28 22:54:00
2012-07-08 23:23:00,0.217,0.312,0.154,0.0906,0.0719,0.0246,0.0426,0.0467,0.0112,0.0138,0.00757,0.9919699999999999,2012-06-28 22:55:00
2012-07-08 23:24:00,0.163,0.273,0.166,0.109,0.0823,0.0574,0.0142,0.0117,0.0056,0.0152,0.00827,0.9056700000000002,2012-06-28 22:56:00
2012-07-08 23:25:00,0.236,0.156,0.154,0.109,0.134,0.0574,0.0782,0.0701,0.0392,0.011,0.00482,1.04972,2012-06-28 22:57:00
2012-07-08 23:26:00,0.145,0.208,0.143,0.0908,0.0926,0.0821,0.0569,0.0351,0.0168,0.00828,0.00552,0.8841,2012-06-28 22:58:00
2012-07-08 23:27:00,0.181,0.208,0.131,0.0635,0.0309,0.0574,0.0426,0.0818,0.0112,0.0165,0.00827,0.83217,2012-06-28 22:59:00
2012-07-08 23:28:00,0.199,0.234,0.095,0.0997,0.072,0.0574,0.071,0.035,0.0336,0.0193,0.00827,0.9242699999999999,2012-06-28 23:00:00
2012-07-08 23:29:00,0.254,0.182,0.107,0.0362,0.0616,0.0656,0.0213,0.035,0.0336,0.0193,0.00757,0.82317,2012-06-28 23:01:00
2012-07-08 23:30:00,0.0907,0.156,0.0951,0.0726,0.0412,0.041,0.064,0.0584,0.0112,0.0207,0.00621,0.6571100000000001,2012-06-28 23:02:00
2012-07-08 23:31:00,0.218,0.156,0.167,0.0818,0.0412,0.0411,0.0498,0.0702,0.0168,0.018,0.00829,0.8681900000000001,2012-06-28 23:03:00
2012-07-08 23:32:00,0.345,0.234,0.155,0.0454,0.0309,0.0411,0.0214,0.0702,0.0281,0.0166,0.00414,0.99184,2012-06-28 23:04:00
2012-07-08 23:33:00,0.2,0.235,0.0834,0.155,0.0516,0.0247,0.0356,0.0351,0.0281,0.0138,0.00967,0.87197,2012-06-28 23:05:00
2012-07-08 23:34:00,0.127,0.169,0.119,0.0818,0.0515,0.0822,0.0285,0.0351,0.0112,0.0152,0.00414,0.7246400000000001,2012-06-28 23:06:00
2012-07-08 23:35:00,0.127,0.169,0.119,0.0908,0.0515,0.0164,0.0427,0.0117,0.0281,0.0138,0.0069,0.6769000000000001,2012-06-28 23:07:00
2012-07-08 23:36:00,0.272,0.143,0.166,0.0997,0.0617,0.0574,0.0355,0.0467,0.0336,0.011,0.00551,0.93211,2012-06-28 23:08:00
2012-07-08 23:37:00,0.163,0.117,0.119,0.0815,0.0925,0.0328,0.0284,0.035,0.0056,0.0151,0.0062,0.6961000000000002,2012-06-28 23:09:00
2012-07-08 23:38:00,0.272,0.208,0.0951,0.0454,0.124,0.0411,0.064,0.0234,0.0168,0.0166,0.00552,0.9119199999999998,2012-06-28 23:10:00
2012-07-08 23:39:00,0.236,0.208,0.142,0.0997,0.113,0.0492,0.0639,0.0233,0.0448,0.022,0.0062,1.0080999999999998,2012-06-28 23:11:00
2012-07-08 23:40:00,0.199,0.117,0.143,0.109,0.0617,0.0492,0.0426,0.0233,0.028,0.022,0.00758,0.80238,2012-06-28 23:12:00
2012-07-08 23:41:00,0.217,0.182,0.0593,0.109,0.0616,0.0492,0.0284,0.0583,0.0504,0.022,0.00275,0.8399500000000001,2012-06-28 23:13:00
2012-07-08 23:42:00,0.327,0.13,0.107,0.0999,0.0412,0.0821,0.0285,0.0351,0.0449,0.0179,0.011,0.9246000000000002,2012-06-28 23:14:00
2012-07-08 23:43:00,0.181,0.234,0.0949,0.0996,0.0719,0.0246,0.0851,0.0233,0.0168,0.0151,0.00688,0.8531799999999999,2012-06-28 23:15:00
2012-07-08 23:44:00,0.236,0.169,0.143,0.118,0.123,0.0164,0.0284,0.0117,0.0168,0.0124,0.00827,0.88297,2012-06-28 23:16:00
2012-07-08 23:45:00,0.254,0.13,0.19,0.0454,0.0824,0.0657,0.0569,0.0234,0.0393,0.0152,0.00897,0.91127,2012-06-28 23:17:00
2012-07-08 23:46:00,0.345,0.117,0.202,0.0635,0.0515,0.0493,0.0569,0.0117,0.0224,0.00828,0.00621,0.9337899999999999,2012-06-28 23:18:00
2012-07-08 23:47:00,0.145,0.274,0.107,0.0727,0.0722,0.0576,0.0498,0.0468,0.00562,0.0304,0.00622,0.8673399999999999,2012-06-28 23:19:00
2012-07-08 23:48:00,0.127,0.287,0.143,0.0545,0.0619,0.0329,0.0142,0.0117,0.0169,0.0138,0.0076,0.7705000000000001,2012-06-28 23:20:00
2012-07-08 23:49:00,0.309,0.117,0.155,0.0545,0.0412,0.0576,0.0427,0.0351,0.0281,0.0138,0.00484,0.8588399999999999,2012-06-28 23:21:00
2012-07-08 23:51:00,0.273,0.234,0.155,0.109,0.155,0.0822,0.0285,0.0351,0.0168,0.0138,0.00552,1.1079199999999998,2012-06-28 23:23:00
2012-07-08 23:52:00,0.163,0.13,0.119,0.0634,0.0411,0.0164,0.0568,0.0583,0.028,0.011,0.00619,0.6931900000000001,2012-06-28 23:24:00
2012-07-08 23:53:00,0.2,0.13,0.0951,0.0726,0.0617,0.00821,0.0498,0.0234,0.0168,0.011,0.00552,0.67413,2012-06-28 23:25:00
2012-07-08 23:54:00,0.218,0.169,0.107,0.109,0.0514,0.0492,0.0213,0.0467,0.0112,0.0138,0.00344,0.80004,2012-06-28 23:26:00
2012-07-08 23:55:00,0.217,0.182,0.131,0.0634,0.0206,0.0656,0.0568,0.0467,0.0224,0.0193,0.0062,0.8309999999999998,2012-06-28 23:27:00
2012-07-08 23:56:00,0.127,0.0909,0.131,0.0453,0.0822,0.0492,0.0284,0.0117,0.0392,0.0138,0.00482,0.6235200000000001,2012-06-28 23:28:00
2012-07-08 23:57:00,0.308,0.143,0.166,0.0635,0.103,0.0492,0.0213,0.0117,0.0336,0.0248,0.00896,0.93306,2012-06-28 23:29:00
2012-07-08 23:58:00,0.109,0.195,0.143,0.0997,0.0514,0.0492,0.0639,0.0117,0.0112,0.0152,0.00827,0.75757,2012-06-28 23:30:00
2012-07-09 00:00:00,0.344,0.169,0.166,0.0906,0.0103,0.0656,0.0568,0.0233,0.0168,0.0179,0.00482,0.9651200000000001,2012-06-28 23:32:00
2012-07-09 00:01:00,0.163,0.104,0.0595,0.0454,0.0309,0.0575,0.0285,0.0468,0.00561,0.0166,0.00759,0.5653999999999999,2012-06-28 23:33:00
2012-07-09 00:02:00,0.109,0.0912,0.131,0.0454,0.0515,0.0329,0.0285,0.0234,0.0168,0.0138,0.00898,0.5524800000000001,2012-06-28 23:34:00
2012-07-09 00:03:00,0.218,0.104,0.0596,0.0909,0.0412,0.074,0.0499,0.0234,0.0225,0.0124,0.00345,0.6993499999999998,2012-06-28 23:35:00
2012-07-09 00:04:00,0.236,0.208,0.143,0.0817,0.0412,0.0329,0.0285,0.0234,0.0337,0.00828,0.00828,0.8449599999999998,2012-06-28 23:36:00
2012-07-09 00:05:00,0.2,0.208,0.0714,0.0999,0.0618,0.0657,0.0498,0.0234,0.0112,0.00966,0.00897,0.8098299999999999,2012-06-28 23:37:00
2012-07-09 00:06:00,0.326,0.065,0.154,0.0544,0.0822,0.0246,0.0355,0.0117,0.0392,0.00826,0.00482,0.8056800000000001,2012-06-28 23:38:00
2012-07-09 00:07:00,0.145,0.0649,0.0475,0.136,0.0411,0.0819,0.0355,0.0233,0.028,0.0151,0.00482,0.62312,2012-06-28 23:39:00
2012-07-09 00:08:00,0.236,0.104,0.155,0.0182,0.0927,0.0657,0.0498,0.0351,0.00561,0.0152,0.00414,0.78145,2012-06-28 23:40:00
